datetime,pm10,pm2_5,nitrogen_dioxide,sulphur_dioxide,ozone,hour,day_of_week,month
2022-01-13 06:00:00,58.7,58.7,42.2,3.7,0.0,6,3,1
2022-01-13 07:00:00,57.6,56.2,44.2,6.6,0.0,7,3,1
2022-01-13 08:00:00,51.0,49.3,47.4,6.7,0.0,8,3,1
2022-01-13 09:00:00,52.2,48.4,52.4,6.5,2.0,9,3,1
2022-01-13 10:00:00,56.7,48.6,40.3,7.6,5.0,10,3,1
2022-01-13 11:00:00,59.3,49.5,42.9,7.0,5.0,11,3,1
2022-01-13 12:00:00,60.9,52.9,48.4,6.1,6.0,12,3,1
2022-01-13 13:00:00,62.3,53.9,46.3,6.2,12.0,13,3,1
2022-01-13 14:00:00,63.9,55.3,60.2,6.1,11.0,14,3,1
2022-01-13 15:00:00,62.9,55.0,65.2,7.3,13.0,15,3,1
2022-01-13 16:00:00,68.8,57.6,71.1,6.8,12.0,16,3,1
2022-01-13 17:00:00,71.2,61.4,72.5,5.3,6.0,17,3,1
2022-01-13 18:00:00,71.6,64.6,75.7,5.4,1.0,18,3,1
2022-01-13 19:00:00,75.9,65.1,77.3,6.1,1.0,19,3,1
2022-01-13 20:00:00,75.7,64.0,72.4,5.6,0.0,20,3,1
2022-01-13 21:00:00,79.2,65.7,70.7,5.6,0.0,21,3,1
2022-01-13 22:00:00,73.3,64.1,63.8,5.5,0.0,22,3,1
2022-01-13 23:00:00,78.5,68.6,60.4,5.9,0.0,23,3,1
2022-01-14 00:00:00,78.8,69.7,59.0,5.9,0.0,0,4,1
2022-01-14 01:00:00,76.1,76.1,65.8,5.0,1.0,1,4,1
2022-01-14 02:00:00,72.1,72.1,67.0,5.6,0.0,2,4,1
2022-01-14 03:00:00,66.9,66.9,54.4,6.0,1.0,3,4,1
2022-01-14 04:00:00,62.9,61.9,53.5,5.9,1.0,4,4,1
2022-01-14 05:00:00,51.8,50.8,49.5,5.6,0.0,5,4,1
2022-01-14 06:00:00,39.9,38.3,45.8,5.4,3.0,6,4,1
2022-01-14 07:00:00,38.3,33.5,45.4,5.5,6.0,7,4,1
2022-01-14 08:00:00,42.9,37.1,53.7,6.2,4.0,8,4,1
2022-01-14 09:00:00,46.3,40.1,57.5,6.1,2.0,9,4,1
2022-01-14 10:00:00,49.0,43.4,56.4,5.4,4.0,10,4,1
2022-01-14 11:00:00,59.0,54.9,60.7,5.3,12.0,11,4,1
2022-01-14 12:00:00,61.9,51.2,58.5,5.0,12.0,12,4,1
2022-01-14 13:00:00,62.6,48.4,50.8,5.3,25.0,13,4,1
2022-01-14 14:00:00,64.2,49.0,53.7,5.4,22.0,14,4,1
2022-01-14 15:00:00,63.0,43.2,54.7,5.3,26.0,15,4,1
2022-01-14 16:00:00,62.7,40.1,56.0,5.3,23.0,16,4,1
2022-01-14 17:00:00,50.3,41.2,65.2,5.3,14.0,17,4,1
2022-01-14 18:00:00,51.5,41.8,81.2,5.0,4.0,18,4,1
2022-01-14 19:00:00,54.6,43.8,84.9,5.3,2.0,19,4,1
2022-01-14 20:00:00,56.9,48.9,84.7,5.6,2.0,20,4,1
2022-01-14 21:00:00,55.8,51.4,79.6,5.7,1.0,21,4,1
2022-01-14 22:00:00,57.3,55.2,76.0,5.7,1.0,22,4,1
2022-01-14 23:00:00,53.6,52.0,79.3,4.9,1.0,23,4,1
2022-01-15 00:00:00,53.1,51.1,70.8,5.5,0.0,0,5,1
2022-01-15 01:00:00,54.4,53.1,62.0,4.6,1.0,1,5,1
2022-01-15 02:00:00,52.0,51.0,60.5,4.7,0.0,2,5,1
2022-01-15 03:00:00,43.4,44.3,58.4,5.5,0.0,3,5,1
2022-01-15 04:00:00,40.1,38.9,54.7,5.8,0.0,4,5,1
2022-01-15 05:00:00,37.2,36.1,50.1,5.1,0.0,5,5,1
2022-01-15 06:00:00,34.3,33.2,47.6,4.5,0.0,6,5,1
2022-01-15 07:00:00,30.0,29.1,49.0,4.8,2.0,7,5,1
2022-01-15 08:00:00,25.2,26.2,51.0,4.8,2.0,8,5,1
2022-01-15 09:00:00,24.0,26.6,44.9,4.5,2.0,9,5,1
2022-01-15 10:00:00,27.6,29.2,45.6,4.6,0.0,10,5,1
2022-01-15 11:00:00,30.5,28.0,50.1,4.8,9.0,11,5,1
2022-01-15 12:00:00,39.1,36.6,42.5,5.1,13.0,12,5,1
2022-01-15 13:00:00,46.2,43.2,45.2,5.4,14.0,13,5,1
2022-01-15 14:00:00,50.8,50.2,51.8,6.3,18.0,14,5,1
2022-01-15 15:00:00,54.4,51.2,55.3,5.6,24.0,15,5,1
2022-01-15 16:00:00,50.1,42.8,58.3,5.2,25.0,16,5,1
2022-01-15 17:00:00,45.3,39.1,65.6,4.0,23.0,17,5,1
2022-01-15 18:00:00,51.9,42.2,66.4,3.5,12.0,18,5,1
2022-01-15 19:00:00,53.8,44.9,72.2,3.0,3.0,19,5,1
2022-01-15 20:00:00,61.8,46.6,69.6,3.0,2.0,20,5,1
2022-01-15 21:00:00,60.6,52.5,66.1,3.1,0.0,21,5,1
2022-01-15 22:00:00,59.9,56.7,64.0,3.1,1.0,22,5,1
2022-01-15 23:00:00,65.8,61.3,63.9,2.9,0.0,23,5,1
2022-01-16 00:00:00,68.1,62.7,62.0,3.0,0.0,0,6,1
2022-01-16 01:00:00,74.3,71.3,69.1,3.0,1.0,1,6,1
2022-01-16 02:00:00,74.2,70.1,69.8,3.6,0.0,2,6,1
2022-01-16 03:00:00,67.6,59.3,67.5,3.6,0.0,3,6,1
2022-01-16 04:00:00,67.2,61.4,65.4,4.1,0.0,4,6,1
2022-01-16 05:00:00,65.2,59.4,63.1,4.6,0.0,5,6,1
2022-01-16 06:00:00,65.4,54.0,59.6,5.6,0.0,6,6,1
2022-01-16 07:00:00,69.5,55.6,55.1,5.8,0.0,7,6,1
2022-01-16 08:00:00,64.6,56.0,50.2,6.4,0.0,8,6,1
2022-01-16 09:00:00,58.1,50.0,45.8,6.7,3.0,9,6,1
2022-01-16 10:00:00,57.0,48.6,48.5,5.1,3.0,10,6,1
2022-01-16 11:00:00,52.7,46.1,41.3,7.2,5.0,11,6,1
2022-01-16 12:00:00,58.6,51.0,37.3,7.8,9.0,12,6,1
2022-01-16 13:00:00,55.6,50.3,41.5,7.4,17.0,13,6,1
2022-01-16 14:00:00,54.6,50.2,42.2,7.5,22.0,14,6,1
2022-01-16 15:00:00,55.8,49.9,41.3,6.6,23.0,15,6,1
2022-01-16 16:00:00,50.4,51.0,45.1,6.3,22.0,16,6,1
2022-01-16 17:00:00,55.6,51.3,51.8,6.1,12.0,17,6,1
2022-01-16 18:00:00,51.3,44.8,68.5,6.5,10.0,18,6,1
2022-01-16 19:00:00,62.0,47.9,69.6,4.7,5.0,19,6,1
2022-01-16 20:00:00,54.4,46.1,70.5,5.2,2.0,20,6,1
2022-01-16 21:00:00,52.7,46.8,68.3,3.8,2.0,21,6,1
2022-01-16 22:00:00,46.3,40.1,59.3,4.1,3.0,22,6,1
2022-01-16 23:00:00,44.2,38.0,55.9,3.3,10.0,23,6,1
2022-01-17 00:00:00,28.8,26.2,47.3,2.2,17.0,0,0,1
2022-01-17 01:00:00,20.8,20.7,38.2,2.2,14.0,1,0,1
2022-01-17 02:00:00,20.0,18.9,33.9,2.6,4.0,2,0,1
2022-01-17 03:00:00,21.0,23.0,29.8,2.7,5.0,3,0,1
2022-01-17 04:00:00,17.9,15.4,29.4,2.1,15.0,4,0,1
2022-01-17 05:00:00,14.8,13.4,27.9,2.3,26.0,5,0,1
2022-01-17 06:00:00,12.1,11.2,25.3,2.6,32.0,6,0,1
2022-01-17 07:00:00,14.4,13.0,40.2,2.4,9.0,7,0,1
2022-01-17 08:00:00,18.0,17.1,52.2,2.6,5.0,8,0,1
2022-01-17 09:00:00,26.6,22.7,46.9,2.7,4.0,9,0,1
2022-01-17 10:00:00,31.0,26.5,40.6,2.5,4.0,10,0,1
2022-01-17 11:00:00,28.0,27.1,33.0,3.4,16.0,11,0,1
2022-01-17 12:00:00,25.0,23.8,32.9,3.4,27.0,12,0,1
2022-01-17 13:00:00,21.2,17.6,31.2,3.0,34.0,13,0,1
2022-01-17 14:00:00,15.8,12.0,30.3,2.8,35.0,14,0,1
2022-01-17 15:00:00,16.1,10.7,29.5,2.9,36.0,15,0,1
2022-01-17 16:00:00,16.6,11.2,34.9,2.9,32.0,16,0,1
2022-01-17 17:00:00,17.3,15.3,38.7,3.4,23.0,17,0,1
2022-01-17 18:00:00,24.7,18.3,45.7,3.7,19.0,18,0,1
2022-01-17 19:00:00,27.4,21.7,52.9,3.5,13.0,19,0,1
2022-01-17 20:00:00,28.6,23.2,53.8,3.3,10.0,20,0,1
2022-01-17 21:00:00,30.0,27.5,49.8,3.4,11.0,21,0,1
2022-01-17 22:00:00,29.7,25.9,49.3,3.4,15.0,22,0,1
2022-01-17 23:00:00,21.8,18.0,34.2,3.5,11.0,23,0,1
2022-01-18 00:00:00,16.9,14.0,35.1,2.9,13.0,0,1,1
2022-01-18 01:00:00,12.5,10.8,30.5,2.3,16.0,1,1,1
2022-01-18 02:00:00,7.4,8.6,27.5,2.3,17.0,2,1,1
2022-01-18 03:00:00,10.2,9.3,28.5,2.4,10.0,3,1,1
2022-01-18 04:00:00,11.2,10.4,36.7,2.4,1.0,4,1,1
2022-01-18 05:00:00,13.6,11.3,34.8,2.2,1.0,5,1,1
2022-01-18 06:00:00,16.8,15.1,35.4,2.4,1.0,6,1,1
2022-01-18 07:00:00,25.1,21.6,44.1,2.7,2.0,7,1,1
2022-01-18 08:00:00,36.3,29.7,51.2,3.0,2.0,8,1,1
2022-01-18 09:00:00,40.8,38.0,54.1,3.1,3.0,9,1,1
2022-01-18 10:00:00,45.4,38.3,39.9,3.1,6.0,10,1,1
2022-01-18 11:00:00,40.4,36.4,37.1,2.7,16.0,11,1,1
2022-01-18 12:00:00,39.2,34.9,33.2,3.1,22.0,12,1,1
2022-01-18 13:00:00,40.3,35.5,29.4,3.5,34.0,13,1,1
2022-01-18 14:00:00,38.8,34.9,30.8,3.4,34.0,14,1,1
2022-01-18 15:00:00,42.7,29.0,31.1,4.0,38.0,15,1,1
2022-01-18 16:00:00,46.2,29.2,37.8,3.9,42.0,16,1,1
2022-01-18 17:00:00,42.9,30.6,50.5,3.9,29.0,17,1,1
2022-01-18 18:00:00,49.8,33.4,63.6,3.8,17.0,18,1,1
2022-01-18 19:00:00,53.7,41.3,71.3,3.9,8.0,19,1,1
2022-01-18 20:00:00,56.3,45.6,79.2,4.0,1.0,20,1,1
2022-01-18 21:00:00,56.9,48.1,76.8,4.3,0.0,21,1,1
2022-01-18 22:00:00,58.0,50.3,70.9,4.7,0.0,22,1,1
2022-01-18 23:00:00,58.4,51.5,63.0,4.5,0.0,23,1,1
2022-01-19 00:00:00,56.8,51.0,57.8,4.7,0.0,0,2,1
2022-01-19 01:00:00,58.7,55.9,63.8,4.3,1.0,1,2,1
2022-01-19 02:00:00,57.5,53.4,62.2,4.5,0.0,2,2,1
2022-01-19 03:00:00,51.6,49.8,61.5,3.7,0.0,3,2,1
2022-01-19 04:00:00,45.4,47.8,60.3,3.7,1.0,4,2,1
2022-01-19 05:00:00,46.6,46.3,52.0,3.4,0.0,5,2,1
2022-01-19 06:00:00,48.9,43.3,49.3,3.5,0.0,6,2,1
2022-01-19 07:00:00,56.1,44.3,53.4,5.4,0.0,7,2,1
2022-01-19 08:00:00,59.1,47.8,55.5,6.3,2.0,8,2,1
2022-01-19 09:00:00,62.1,49.5,52.4,5.7,2.0,9,2,1
2022-01-19 10:00:00,67.7,48.4,46.6,6.1,3.0,10,2,1
2022-01-19 11:00:00,52.1,48.0,39.8,6.7,4.0,11,2,1
2022-01-19 12:00:00,62.6,47.1,36.4,6.5,7.0,12,2,1
2022-01-19 13:00:00,52.3,45.1,31.0,4.5,21.0,13,2,1
2022-01-19 14:00:00,44.9,38.5,32.1,5.1,23.0,14,2,1
2022-01-19 15:00:00,41.8,38.3,32.8,3.8,30.0,15,2,1
2022-01-19 16:00:00,42.3,32.3,35.2,4.7,38.0,16,2,1
2022-01-19 17:00:00,46.0,37.7,42.4,5.7,33.0,17,2,1
2022-01-19 18:00:00,56.9,41.6,54.2,5.9,11.0,18,2,1
2022-01-19 19:00:00,50.4,50.6,63.5,6.5,5.0,19,2,1
2022-01-19 20:00:00,55.3,56.9,62.1,6.3,5.0,20,2,1
2022-01-19 21:00:00,61.9,57.1,60.8,6.5,2.0,21,2,1
2022-01-19 22:00:00,75.5,66.1,60.0,6.5,1.0,22,2,1
2022-01-19 23:00:00,86.5,74.4,61.5,6.3,0.0,23,2,1
2022-01-20 00:00:00,89.8,77.2,58.1,5.9,0.0,0,3,1
2022-01-20 01:00:00,88.2,76.8,47.2,3.2,2.0,1,3,1
2022-01-20 02:00:00,70.4,65.6,47.3,3.7,3.0,2,3,1
2022-01-20 03:00:00,65.1,65.5,45.8,3.2,0.0,3,3,1
2022-01-20 04:00:00,59.5,49.3,43.9,3.3,1.0,4,3,1
2022-01-20 05:00:00,61.1,59.5,47.8,3.8,0.0,5,3,1
2022-01-20 06:00:00,61.9,55.3,41.1,4.1,1.0,6,3,1
2022-01-20 07:00:00,62.6,58.6,42.8,5.1,2.0,7,3,1
2022-01-20 08:00:00,58.3,51.7,47.3,5.0,1.0,8,3,1
2022-01-20 09:00:00,58.4,52.2,44.1,5.1,3.0,9,3,1
2022-01-20 10:00:00,57.7,48.8,32.4,5.1,6.0,10,3,1
2022-01-20 11:00:00,49.5,47.8,26.5,5.1,8.0,11,3,1
2022-01-20 12:00:00,51.8,43.8,23.6,5.6,14.0,12,3,1
2022-01-20 13:00:00,41.9,37.8,24.8,5.7,18.0,13,3,1
2022-01-20 14:00:00,37.8,31.9,20.6,4.9,27.0,14,3,1
2022-01-20 15:00:00,33.0,26.5,25.8,4.3,33.0,15,3,1
2022-01-20 16:00:00,30.3,24.3,33.6,4.1,35.0,16,3,1
2022-01-20 17:00:00,29.3,24.1,41.5,4.5,24.0,17,3,1
2022-01-20 18:00:00,17.6,15.7,38.7,3.1,17.0,18,3,1
2022-01-20 19:00:00,11.9,11.0,37.1,2.6,20.0,19,3,1
2022-01-20 20:00:00,11.3,8.2,29.5,2.8,23.0,20,3,1
2022-01-20 21:00:00,10.5,7.3,26.6,2.3,32.0,21,3,1
2022-01-20 22:00:00,7.1,5.8,23.6,2.3,37.0,22,3,1
2022-01-20 23:00:00,6.0,3.3,21.9,1.8,28.0,23,3,1
2022-01-21 00:00:00,5.4,4.2,19.0,1.5,32.0,0,4,1
2022-01-21 01:00:00,4.7,4.0,17.0,1.8,37.0,1,4,1
2022-01-21 02:00:00,4.1,4.5,17.7,1.6,38.0,2,4,1
2022-01-21 03:00:00,4.7,4.5,17.9,1.6,36.0,3,4,1
2022-01-21 04:00:00,5.0,3.6,16.1,1.7,32.0,4,4,1
2022-01-21 05:00:00,5.8,5.1,13.6,1.8,32.0,5,4,1
2022-01-21 06:00:00,7.6,4.2,16.4,1.9,31.0,6,4,1
2022-01-21 07:00:00,8.5,6.8,28.9,2.4,23.0,7,4,1
2022-01-21 08:00:00,15.5,10.4,39.0,2.9,10.0,8,4,1
2022-01-21 09:00:00,18.9,14.0,38.0,2.9,9.0,9,4,1
2022-01-21 10:00:00,23.0,17.4,32.6,3.3,6.0,10,4,1
2022-01-21 11:00:00,26.1,21.5,25.6,2.9,4.0,11,4,1
2022-01-21 12:00:00,32.4,27.4,21.0,2.9,3.0,12,4,1
2022-01-21 13:00:00,38.7,29.3,20.2,2.9,9.0,13,4,1
2022-01-21 14:00:00,40.6,25.7,22.0,2.1,12.0,14,4,1
2022-01-21 15:00:00,50.5,23.1,25.1,2.3,20.0,15,4,1
2022-01-21 16:00:00,48.5,22.5,33.7,2.6,27.0,16,4,1
2022-01-21 17:00:00,53.1,29.2,46.0,2.5,18.0,17,4,1
2022-01-21 18:00:00,43.8,33.0,56.2,2.8,8.0,18,4,1
2022-01-21 19:00:00,46.2,41.9,68.9,3.3,3.0,19,4,1
2022-01-21 20:00:00,55.9,39.5,72.0,3.9,2.0,20,4,1
2022-01-21 21:00:00,63.5,46.7,73.9,4.4,2.0,21,4,1
2022-01-21 22:00:00,69.0,49.9,74.6,5.2,0.0,22,4,1
2022-01-21 23:00:00,71.2,54.0,75.0,5.4,0.0,23,4,1
2022-01-22 00:00:00,71.0,50.7,74.0,5.4,0.0,0,5,1
2022-01-22 01:00:00,70.2,63.4,67.0,4.8,1.0,1,5,1
2022-01-22 02:00:00,67.7,58.0,67.0,4.3,0.0,2,5,1
2022-01-22 03:00:00,59.1,53.5,52.7,3.6,2.0,3,5,1
2022-01-22 04:00:00,51.2,48.7,37.8,2.3,1.0,4,5,1
2022-01-22 05:00:00,42.8,42.0,38.6,2.5,3.0,5,5,1
2022-01-22 06:00:00,36.5,35.5,39.6,3.7,5.0,6,5,1
2022-01-22 07:00:00,42.0,39.5,38.3,2.3,8.0,7,5,1
2022-01-22 08:00:00,44.9,40.4,36.6,3.9,9.0,8,5,1
2022-01-22 09:00:00,42.5,38.4,38.0,3.4,9.0,9,5,1
2022-01-22 10:00:00,39.6,30.4,29.2,3.7,8.0,10,5,1
2022-01-22 11:00:00,40.6,26.3,24.5,4.5,14.0,11,5,1
2022-01-22 12:00:00,44.0,23.6,23.4,4.3,15.0,12,5,1
2022-01-22 13:00:00,47.4,24.7,21.9,4.0,17.0,13,5,1
2022-01-22 14:00:00,51.3,23.6,21.5,4.1,23.0,14,5,1
2022-01-22 15:00:00,31.9,23.0,23.9,3.7,26.0,15,5,1
2022-01-22 16:00:00,24.7,22.4,27.1,3.9,25.0,16,5,1
2022-01-22 17:00:00,37.7,22.8,28.0,3.5,21.0,17,5,1
2022-01-22 18:00:00,26.5,21.7,38.7,3.4,13.0,18,5,1
2022-01-22 19:00:00,31.7,28.2,46.3,3.3,10.0,19,5,1
2022-01-22 20:00:00,37.0,32.8,45.7,3.1,5.0,20,5,1
2022-01-22 21:00:00,41.2,37.1,48.0,3.7,5.0,21,5,1
2022-01-22 22:00:00,43.0,39.0,55.8,3.5,1.0,22,5,1
2022-01-22 23:00:00,38.5,34.6,55.1,3.4,0.0,23,5,1
2022-01-23 00:00:00,42.9,40.5,54.5,3.1,1.0,0,6,1
2022-01-23 01:00:00,53.8,45.6,55.4,3.5,2.0,1,6,1
2022-01-23 02:00:00,51.6,47.4,55.5,3.4,0.0,2,6,1
2022-01-23 03:00:00,48.9,43.8,44.9,2.6,5.0,3,6,1
2022-01-23 04:00:00,46.3,40.5,39.3,2.4,3.0,4,6,1
2022-01-23 05:00:00,45.1,39.3,34.1,2.4,8.0,5,6,1
2022-01-23 06:00:00,45.5,32.4,34.9,2.4,15.0,6,6,1
2022-01-23 07:00:00,55.8,39.4,35.8,2.7,13.0,7,6,1
2022-01-23 08:00:00,52.9,40.6,37.8,3.0,8.0,8,6,1
2022-01-23 09:00:00,53.0,40.9,37.0,3.1,9.0,9,6,1
2022-01-23 10:00:00,54.8,47.8,36.1,3.1,10.0,10,6,1
2022-01-23 11:00:00,66.4,59.0,22.9,3.3,16.0,11,6,1
2022-01-23 12:00:00,67.7,60.2,21.9,3.1,23.0,12,6,1
2022-01-23 13:00:00,67.4,59.7,21.6,2.8,29.0,13,6,1
2022-01-23 14:00:00,65.4,56.1,23.6,2.7,32.0,14,6,1
2022-01-23 15:00:00,57.9,53.8,24.7,3.0,33.0,15,6,1
2022-01-23 16:00:00,59.4,48.3,28.1,2.9,29.0,16,6,1
2022-01-23 17:00:00,62.8,51.1,41.6,2.6,14.0,17,6,1
2022-01-23 18:00:00,61.5,50.3,47.5,3.6,9.0,18,6,1
2022-01-23 19:00:00,60.3,48.1,54.5,3.8,3.0,19,6,1
2022-01-23 20:00:00,61.1,49.0,56.2,4.1,1.0,20,6,1
2022-01-23 21:00:00,65.0,53.1,54.5,4.3,1.0,21,6,1
2022-01-23 22:00:00,65.7,61.1,57.2,4.8,1.0,22,6,1
2022-01-23 23:00:00,73.2,65.1,53.4,4.4,1.0,23,6,1
2022-01-24 00:00:00,70.6,70.5,55.3,3.5,1.0,0,0,1
2022-01-24 01:00:00,74.0,71.2,55.3,3.2,3.0,1,0,1
2022-01-24 02:00:00,71.8,74.1,57.0,3.8,3.0,2,0,1
2022-01-24 03:00:00,74.2,72.3,58.3,3.8,0.0,3,0,1
2022-01-24 04:00:00,71.8,73.1,57.5,3.2,0.0,4,0,1
2022-01-24 05:00:00,70.2,70.1,51.4,3.3,1.0,5,0,1
2022-01-24 06:00:00,65.0,65.5,47.9,3.6,1.0,6,0,1
2022-01-24 07:00:00,58.8,60.5,52.0,5.5,1.0,7,0,1
2022-01-24 08:00:00,64.1,55.9,52.0,4.9,1.0,8,0,1
2022-01-24 09:00:00,71.0,65.7,49.9,5.7,5.0,9,0,1
2022-01-24 10:00:00,70.9,68.3,48.5,6.2,4.0,10,0,1
2022-01-24 11:00:00,69.9,60.0,41.5,6.2,7.0,11,0,1
2022-01-24 12:00:00,73.2,60.9,46.6,5.7,6.0,12,0,1
2022-01-24 13:00:00,86.7,63.8,48.9,5.4,7.0,13,0,1
2022-01-24 14:00:00,96.3,67.9,46.3,4.8,7.0,14,0,1
2022-01-24 15:00:00,87.1,77.5,42.3,3.1,9.0,15,0,1
2022-01-24 16:00:00,97.5,82.9,40.9,2.6,9.0,16,0,1
2022-01-24 17:00:00,86.0,83.2,46.9,1.4,5.0,17,0,1
2022-01-24 18:00:00,81.7,71.7,53.7,1.5,2.0,18,0,1
2022-01-24 19:00:00,84.3,71.0,59.9,2.2,6.0,19,0,1
2022-01-24 20:00:00,93.4,75.7,61.3,2.7,4.0,20,0,1
2022-01-24 21:00:00,97.2,72.4,61.1,2.0,2.0,21,0,1
2022-01-24 22:00:00,88.5,67.2,54.5,2.1,4.0,22,0,1
2022-01-24 23:00:00,71.4,66.3,48.6,1.9,2.0,23,0,1
2022-01-25 00:00:00,71.7,69.0,44.4,2.2,1.0,0,1,1
2022-01-25 01:00:00,93.3,66.6,45.2,3.4,3.0,1,1,1
2022-01-25 02:00:00,83.7,58.3,45.1,4.1,2.0,2,1,1
2022-01-25 03:00:00,66.4,49.8,42.0,4.0,2.0,3,1,1
2022-01-25 04:00:00,67.3,46.3,42.1,3.8,3.0,4,1,1
2022-01-25 05:00:00,63.6,45.1,40.9,3.4,2.0,5,1,1
2022-01-25 06:00:00,67.9,44.3,41.5,2.6,4.0,6,1,1
2022-01-25 07:00:00,70.5,54.4,46.1,3.5,3.0,7,1,1
2022-01-25 08:00:00,77.9,56.1,49.8,2.8,3.0,8,1,1
2022-01-25 09:00:00,77.2,57.0,49.6,4.8,4.0,9,1,1
2022-01-25 10:00:00,72.7,57.6,40.9,4.4,6.0,10,1,1
2022-01-25 11:00:00,62.4,56.1,36.1,3.8,8.0,11,1,1
2022-01-25 12:00:00,60.7,51.5,33.1,3.8,13.0,12,1,1
2022-01-25 13:00:00,54.0,47.2,31.9,3.0,19.0,13,1,1
2022-01-25 14:00:00,49.9,47.3,30.9,3.8,25.0,14,1,1
2022-01-25 15:00:00,48.6,46.2,31.8,4.2,27.0,15,1,1
2022-01-25 16:00:00,47.0,44.6,32.4,4.1,29.0,16,1,1
2022-01-25 17:00:00,51.9,40.8,39.0,4.1,24.0,17,1,1
2022-01-25 18:00:00,54.5,41.0,46.5,3.8,18.0,18,1,1
2022-01-25 19:00:00,58.0,48.7,52.1,4.6,15.0,19,1,1
2022-01-25 20:00:00,65.4,52.2,53.3,5.0,9.0,20,1,1
2022-01-25 21:00:00,66.2,60.5,54.8,4.5,7.0,21,1,1
2022-01-25 22:00:00,71.8,78.6,53.5,4.6,5.0,22,1,1
2022-01-25 23:00:00,91.0,87.3,53.4,3.7,4.0,23,1,1
2022-01-26 00:00:00,100.1,87.6,52.0,3.1,3.0,0,2,1
2022-01-26 01:00:00,101.5,89.0,47.9,3.0,4.0,1,2,1
2022-01-26 02:00:00,100.0,82.9,44.3,3.3,3.0,2,2,1
2022-01-26 03:00:00,95.8,73.6,38.8,3.6,4.0,3,2,1
2022-01-26 04:00:00,89.7,60.4,31.0,3.6,5.0,4,2,1
2022-01-26 05:00:00,77.0,50.1,30.9,3.8,8.0,5,2,1
2022-01-26 06:00:00,72.7,51.8,34.8,3.2,9.0,6,2,1
2022-01-26 07:00:00,67.3,57.4,43.1,4.4,3.0,7,2,1
2022-01-26 08:00:00,73.0,64.2,47.7,4.8,1.0,8,2,1
2022-01-26 09:00:00,86.1,74.9,55.8,5.1,3.0,9,2,1
2022-01-26 10:00:00,87.7,80.4,47.4,4.0,3.0,10,2,1
2022-01-26 11:00:00,71.3,63.5,56.3,3.7,5.0,11,2,1
2022-01-26 12:00:00,79.2,57.7,48.8,3.8,9.0,12,2,1
2022-01-26 13:00:00,77.1,64.6,43.1,3.1,11.0,13,2,1
2022-01-26 14:00:00,75.3,46.6,41.9,3.3,12.0,14,2,1
2022-01-26 15:00:00,63.1,53.5,38.6,3.4,13.0,15,2,1
2022-01-26 16:00:00,61.9,45.0,42.4,3.8,12.0,16,2,1
2022-01-26 17:00:00,58.8,50.5,52.8,4.3,6.0,17,2,1
2022-01-26 18:00:00,76.9,58.4,58.2,4.8,3.0,18,2,1
2022-01-26 19:00:00,82.2,63.0,58.1,5.2,2.0,19,2,1
2022-01-26 20:00:00,83.3,72.0,64.1,5.0,0.0,20,2,1
2022-01-26 21:00:00,82.9,62.7,69.2,6.8,2.0,21,2,1
2022-01-26 22:00:00,80.8,62.9,70.2,5.1,3.0,22,2,1
2022-01-26 23:00:00,84.6,68.5,68.7,4.8,2.0,23,2,1
2022-01-27 00:00:00,86.9,72.2,63.0,3.9,0.0,0,3,1
2022-01-27 01:00:00,90.7,63.1,56.6,3.4,1.0,1,3,1
2022-01-27 02:00:00,81.8,62.8,50.7,4.7,0.0,2,3,1
2022-01-27 03:00:00,80.5,67.3,38.4,4.7,1.0,3,3,1
2022-01-27 04:00:00,73.6,64.7,39.0,4.9,0.0,4,3,1
2022-01-27 05:00:00,72.1,59.6,42.7,4.9,0.0,5,3,1
2022-01-27 06:00:00,72.4,58.7,43.2,5.0,1.0,6,3,1
2022-01-27 07:00:00,64.3,60.2,47.0,5.4,2.0,7,3,1
2022-01-27 08:00:00,71.7,59.9,50.6,6.2,5.0,8,3,1
2022-01-27 09:00:00,82.6,56.3,46.5,5.0,5.0,9,3,1
2022-01-27 10:00:00,86.0,58.2,44.4,5.0,6.0,10,3,1
2022-01-27 11:00:00,71.7,64.3,44.5,5.8,10.0,11,3,1
2022-01-27 12:00:00,71.6,57.6,41.3,6.1,11.0,12,3,1
2022-01-27 13:00:00,81.9,51.2,37.8,5.6,10.0,13,3,1
2022-01-27 14:00:00,67.5,48.2,37.4,6.0,10.0,14,3,1
2022-01-27 15:00:00,65.6,48.5,37.8,5.8,12.0,15,3,1
2022-01-27 16:00:00,55.0,43.3,44.3,5.4,9.0,16,3,1
2022-01-27 17:00:00,57.9,39.1,54.4,6.1,6.0,17,3,1
2022-01-27 18:00:00,57.5,42.7,59.9,6.6,1.0,18,3,1
2022-01-27 19:00:00,61.0,52.3,63.1,8.9,1.0,19,3,1
2022-01-27 20:00:00,67.5,55.5,64.5,5.6,1.0,20,3,1
2022-01-27 21:00:00,66.4,63.3,65.3,5.2,0.0,21,3,1
2022-01-27 22:00:00,59.9,57.3,63.0,4.8,0.0,22,3,1
2022-01-27 23:00:00,47.5,50.3,53.4,4.7,3.0,23,3,1
2022-01-28 00:00:00,39.1,37.4,41.8,4.3,9.0,0,4,1
2022-01-28 01:00:00,56.8,49.9,39.0,3.7,18.0,1,4,1
2022-01-28 02:00:00,55.5,46.3,34.3,4.0,14.0,2,4,1
