datetime,pm10,pm2_5,nitrogen_dioxide,sulphur_dioxide,ozone,hour,day_of_week,month
2020-01-01 01:00:00,72.7,58.9,50.8,5.9,0.0,1,2,1
2020-01-01 02:00:00,71.2,69.6,50.4,4.6,0.0,2,2,1
2020-01-01 03:00:00,56.4,52.0,47.1,5.5,1.0,3,2,1
2020-01-01 04:00:00,51.8,48.3,41.3,5.8,0.0,4,2,1
2020-01-01 05:00:00,45.4,39.6,42.2,5.6,0.0,5,2,1
2020-01-01 06:00:00,38.7,35.6,36.2,6.1,0.0,6,2,1
2020-01-01 07:00:00,39.4,33.4,35.9,6.1,1.0,7,2,1
2020-01-01 08:00:00,42.1,32.9,37.1,6.3,1.0,8,2,1
2020-01-01 09:00:00,51.0,32.7,42.8,6.3,2.0,9,2,1
2020-01-01 10:00:00,54.0,37.5,43.0,5.0,3.0,10,2,1
2020-01-01 11:00:00,47.4,36.8,44.4,4.2,5.0,11,2,1
2020-01-01 12:00:00,45.7,38.5,45.9,4.6,11.0,12,2,1
2020-01-01 13:00:00,43.2,34.2,41.7,4.2,17.0,13,2,1
2020-01-01 14:00:00,41.4,32.6,41.3,3.8,22.0,14,2,1
2020-01-01 15:00:00,39.0,31.2,46.4,3.9,25.0,15,2,1
2020-01-01 16:00:00,41.0,30.0,52.2,4.2,23.0,16,2,1
2020-01-01 17:00:00,50.5,36.9,61.1,4.2,8.0,17,2,1
2020-01-01 18:00:00,56.9,41.8,68.0,3.7,2.0,18,2,1
2020-01-01 19:00:00,61.2,43.2,69.3,3.8,1.0,19,2,1
2020-01-01 20:00:00,66.6,49.6,68.3,3.6,1.0,20,2,1
2020-01-01 21:00:00,72.0,58.0,66.2,3.5,1.0,21,2,1
2020-01-01 22:00:00,76.3,63.7,65.1,3.9,1.0,22,2,1
2020-01-01 23:00:00,73.9,59.1,63.8,3.4,1.0,23,2,1
2020-01-02 00:00:00,73.5,57.8,61.8,3.1,0.0,0,3,1
2020-01-02 01:00:00,63.3,56.3,60.3,3.3,1.0,1,3,1
2020-01-02 02:00:00,61.1,52.1,58.2,3.3,0.0,2,3,1
2020-01-02 03:00:00,58.2,49.7,57.7,3.8,0.0,3,3,1
2020-01-02 04:00:00,59.2,48.3,52.7,3.6,0.0,4,3,1
2020-01-02 05:00:00,47.3,44.1,50.5,3.4,0.0,5,3,1
2020-01-02 06:00:00,45.9,43.7,49.5,3.5,0.0,6,3,1
2020-01-02 07:00:00,56.0,41.3,53.0,4.2,0.0,7,3,1
2020-01-02 08:00:00,63.0,46.2,52.8,4.6,3.0,8,3,1
2020-01-02 09:00:00,69.7,42.0,53.7,4.6,3.0,9,3,1
2020-01-02 10:00:00,68.4,42.5,49.4,4.5,4.0,10,3,1
2020-01-02 11:00:00,61.8,43.7,47.4,4.7,6.0,11,3,1
2020-01-02 12:00:00,54.8,47.8,45.0,4.4,9.0,12,3,1
2020-01-02 13:00:00,58.8,48.0,50.3,4.8,13.0,13,3,1
2020-01-02 14:00:00,53.5,38.5,48.8,4.0,16.0,14,3,1
2020-01-02 15:00:00,52.0,34.0,50.0,4.3,16.0,15,3,1
2020-01-02 16:00:00,52.5,34.2,55.3,4.4,12.0,16,3,1
2020-01-02 17:00:00,53.9,39.8,61.6,4.3,6.0,17,3,1
2020-01-02 18:00:00,55.3,43.8,63.8,4.6,1.0,18,3,1
2020-01-02 19:00:00,66.1,45.4,65.2,4.9,0.0,19,3,1
2020-01-02 20:00:00,67.1,48.9,67.9,5.1,1.0,20,3,1
2020-01-02 21:00:00,65.2,48.8,69.3,5.7,0.0,21,3,1
2020-01-02 22:00:00,67.0,49.7,69.5,5.8,1.0,22,3,1
2020-01-02 23:00:00,64.4,52.8,66.4,5.0,1.0,23,3,1
2020-01-03 00:00:00,65.9,54.7,60.4,4.4,1.0,0,4,1
2020-01-03 01:00:00,61.2,56.8,56.9,3.6,1.0,1,4,1
2020-01-03 02:00:00,61.5,54.0,54.4,4.0,1.0,2,4,1
2020-01-03 03:00:00,55.8,47.9,53.5,4.1,1.0,3,4,1
2020-01-03 04:00:00,51.4,48.5,50.1,4.6,0.0,4,4,1
2020-01-03 05:00:00,43.1,42.0,46.1,4.3,0.0,5,4,1
2020-01-03 06:00:00,47.5,42.8,43.7,5.2,0.0,6,4,1
2020-01-03 07:00:00,53.6,48.5,42.5,5.5,0.0,7,4,1
2020-01-03 08:00:00,57.1,50.8,42.5,5.6,2.0,8,4,1
2020-01-03 09:00:00,60.2,51.8,50.0,5.7,3.0,9,4,1
2020-01-03 10:00:00,61.1,54.5,54.2,5.7,4.0,10,4,1
2020-01-03 11:00:00,55.5,53.0,55.0,6.9,5.0,11,4,1
2020-01-03 12:00:00,56.9,51.5,56.0,6.0,6.0,12,4,1
2020-01-03 13:00:00,54.1,43.4,56.9,6.4,6.0,13,4,1
2020-01-03 14:00:00,50.3,41.4,64.5,6.3,7.0,14,4,1
2020-01-03 15:00:00,48.9,39.9,64.5,5.7,6.0,15,4,1
2020-01-03 16:00:00,52.0,40.1,63.6,5.8,3.0,16,4,1
2020-01-03 17:00:00,57.8,42.0,74.4,6.7,1.0,17,4,1
2020-01-03 18:00:00,62.7,44.9,73.8,5.8,0.0,18,4,1
2020-01-03 19:00:00,66.5,53.2,72.0,5.1,0.0,19,4,1
2020-01-03 20:00:00,65.6,59.1,80.0,5.7,0.0,20,4,1
2020-01-03 21:00:00,66.3,54.6,74.9,5.8,0.0,21,4,1
2020-01-03 22:00:00,63.1,59.0,68.9,4.8,0.0,22,4,1
2020-01-03 23:00:00,65.4,61.6,64.7,4.1,0.0,23,4,1
2020-01-04 00:00:00,66.1,62.6,60.8,4.3,1.0,0,5,1
2020-01-04 01:00:00,63.6,60.3,53.5,4.8,1.0,1,5,1
2020-01-04 02:00:00,58.2,53.5,48.8,4.4,1.0,2,5,1
2020-01-04 03:00:00,49.9,44.1,43.1,4.5,1.0,3,5,1
2020-01-04 04:00:00,40.5,37.0,42.9,4.9,1.0,4,5,1
2020-01-04 05:00:00,34.2,29.3,41.3,4.5,3.0,5,5,1
2020-01-04 06:00:00,32.3,27.1,40.4,3.9,0.0,6,5,1
2020-01-04 07:00:00,33.1,27.6,41.6,4.1,0.0,7,5,1
2020-01-04 08:00:00,33.6,27.8,43.5,4.1,0.0,8,5,1
2020-01-04 09:00:00,33.1,28.0,46.4,4.1,1.0,9,5,1
2020-01-04 10:00:00,33.4,26.5,47.8,4.7,4.0,10,5,1
2020-01-04 11:00:00,32.5,23.8,47.0,4.3,6.0,11,5,1
2020-01-04 12:00:00,30.7,22.1,43.5,4.0,11.0,12,5,1
2020-01-04 13:00:00,28.2,25.9,48.1,4.0,14.0,13,5,1
2020-01-04 14:00:00,25.8,24.1,49.4,4.3,14.0,14,5,1
2020-01-04 15:00:00,21.5,18.7,49.5,4.5,15.0,15,5,1
2020-01-04 16:00:00,17.9,15.3,54.6,4.3,10.0,16,5,1
2020-01-04 17:00:00,20.2,14.4,63.8,3.4,2.0,17,5,1
2020-01-04 18:00:00,15.1,12.8,66.7,3.8,1.0,18,5,1
2020-01-04 19:00:00,16.7,12.7,56.4,3.5,2.0,19,5,1
2020-01-04 20:00:00,15.4,12.6,52.9,3.3,1.0,20,5,1
2020-01-04 21:00:00,14.8,12.8,52.1,2.8,3.0,21,5,1
2020-01-04 22:00:00,14.0,12.5,48.7,2.5,7.0,22,5,1
2020-01-04 23:00:00,11.8,10.3,46.6,1.9,9.0,23,5,1
2020-01-05 00:00:00,9.1,7.1,42.8,1.8,10.0,0,6,1
2020-01-05 01:00:00,6.6,5.6,41.3,1.8,9.0,1,6,1
2020-01-05 02:00:00,5.8,4.9,42.6,1.7,9.0,2,6,1
2020-01-05 03:00:00,6.8,5.3,38.5,1.8,12.0,3,6,1
2020-01-05 04:00:00,4.9,4.6,39.7,2.1,15.0,4,6,1
2020-01-05 05:00:00,7.3,4.6,45.8,2.4,15.0,5,6,1
2020-01-05 06:00:00,10.9,6.5,51.3,2.6,5.0,6,6,1
2020-01-05 07:00:00,12.6,10.1,56.1,3.4,0.0,7,6,1
2020-01-05 08:00:00,16.2,14.4,55.7,3.4,0.0,8,6,1
2020-01-05 09:00:00,17.3,15.9,51.1,3.7,1.0,9,6,1
2020-01-05 10:00:00,20.5,18.3,47.2,3.3,2.0,10,6,1
2020-01-05 11:00:00,20.2,19.0,48.8,4.1,7.0,11,6,1
2020-01-05 12:00:00,21.4,18.3,55.6,3.7,12.0,12,6,1
2020-01-05 13:00:00,25.4,20.7,45.3,3.4,24.0,13,6,1
2020-01-05 14:00:00,33.0,21.8,43.3,3.4,29.0,14,6,1
2020-01-05 15:00:00,28.6,24.4,46.6,3.1,34.0,15,6,1
2020-01-05 16:00:00,29.5,21.1,50.0,3.7,19.0,16,6,1
2020-01-05 17:00:00,32.2,25.6,59.2,3.6,5.0,17,6,1
2020-01-05 18:00:00,35.4,24.9,68.7,3.5,1.0,18,6,1
2020-01-05 19:00:00,38.9,31.9,74.1,3.7,0.0,19,6,1
2020-01-05 20:00:00,48.0,39.2,76.3,4.1,1.0,20,6,1
2020-01-05 21:00:00,51.3,40.5,83.8,4.2,0.0,21,6,1
2020-01-05 22:00:00,49.8,42.3,76.4,3.6,1.0,22,6,1
2020-01-05 23:00:00,49.9,39.0,66.0,2.8,0.0,23,6,1
2020-01-06 00:00:00,47.2,33.9,58.6,2.2,0.0,0,0,1
2020-01-06 01:00:00,47.9,33.4,55.8,2.6,0.0,1,0,1
2020-01-06 02:00:00,44.2,36.0,49.1,2.4,2.0,2,0,1
2020-01-06 03:00:00,42.5,31.3,45.2,2.8,3.0,3,0,1
2020-01-06 04:00:00,36.1,31.9,43.9,2.7,5.0,4,0,1
2020-01-06 05:00:00,33.3,27.3,45.4,2.4,0.0,5,0,1
2020-01-06 06:00:00,28.2,27.1,46.5,2.5,3.0,6,0,1
2020-01-06 07:00:00,32.9,29.2,45.3,2.7,1.0,7,0,1
2020-01-06 08:00:00,36.9,33.2,46.5,3.5,1.0,8,0,1
2020-01-06 09:00:00,42.3,35.1,45.3,3.8,2.0,9,0,1
2020-01-06 10:00:00,42.9,37.7,46.1,4.1,3.0,10,0,1
2020-01-06 11:00:00,43.6,34.7,46.1,3.8,6.0,11,0,1
2020-01-06 12:00:00,46.9,35.3,41.7,3.5,15.0,12,0,1
2020-01-06 13:00:00,44.7,35.9,38.7,3.4,20.0,13,0,1
2020-01-06 14:00:00,41.5,35.0,34.6,3.4,23.0,14,0,1
2020-01-06 15:00:00,39.4,33.3,36.0,3.2,20.0,15,0,1
2020-01-06 16:00:00,38.5,31.6,42.2,3.2,14.0,16,0,1
2020-01-06 17:00:00,40.6,36.2,49.5,2.7,5.0,17,0,1
2020-01-06 18:00:00,45.3,40.8,53.6,2.7,1.0,18,0,1
2020-01-06 19:00:00,50.2,44.2,53.8,2.7,0.0,19,0,1
2020-01-06 20:00:00,53.3,47.8,54.9,3.6,0.0,20,0,1
2020-01-06 21:00:00,58.2,50.3,56.7,5.1,0.0,21,0,1
2020-01-06 22:00:00,59.5,51.8,59.4,5.0,0.0,22,0,1
2020-01-06 23:00:00,65.7,59.0,61.5,3.8,0.0,23,0,1
2020-01-07 00:00:00,73.8,60.7,54.6,4.4,0.0,0,1,1
2020-01-07 01:00:00,66.7,58.5,51.5,3.5,0.0,1,1,1
2020-01-07 02:00:00,71.0,57.9,44.2,3.0,1.0,2,1,1
2020-01-07 03:00:00,69.6,62.6,42.9,3.7,1.0,3,1,1
2020-01-07 04:00:00,68.5,62.5,40.0,3.1,2.0,4,1,1
2020-01-07 05:00:00,67.2,62.2,43.3,2.8,2.0,5,1,1
2020-01-07 06:00:00,63.0,60.1,38.9,3.7,2.0,6,1,1
2020-01-07 07:00:00,58.4,56.5,42.8,4.0,2.0,7,1,1
2020-01-07 08:00:00,59.6,55.0,45.6,4.3,2.0,8,1,1
2020-01-07 09:00:00,63.5,57.9,43.0,5.0,3.0,9,1,1
2020-01-07 10:00:00,71.6,59.2,45.2,4.6,4.0,10,1,1
2020-01-07 11:00:00,74.3,62.2,47.6,5.0,6.0,11,1,1
2020-01-07 12:00:00,67.9,56.2,49.9,7.1,6.0,12,1,1
2020-01-07 13:00:00,62.4,56.4,53.4,6.8,10.0,13,1,1
2020-01-07 14:00:00,61.2,56.7,52.1,5.6,13.0,14,1,1
2020-01-07 15:00:00,60.4,53.8,51.2,4.4,11.0,15,1,1
2020-01-07 16:00:00,56.2,46.6,45.9,4.3,7.0,16,1,1
2020-01-07 17:00:00,55.8,50.7,53.9,4.2,4.0,17,1,1
2020-01-07 18:00:00,58.3,52.3,52.1,4.5,1.0,18,1,1
2020-01-07 19:00:00,64.0,54.5,54.2,4.8,0.0,19,1,1
2020-01-07 20:00:00,65.4,58.7,56.3,4.9,0.0,20,1,1
2020-01-07 21:00:00,73.0,64.0,59.3,5.3,1.0,21,1,1
2020-01-07 22:00:00,82.1,69.2,62.3,5.0,2.0,22,1,1
2020-01-07 23:00:00,81.6,75.3,65.4,4.6,0.0,23,1,1
2020-01-08 00:00:00,78.4,73.6,67.3,4.6,0.0,0,2,1
2020-01-08 01:00:00,76.3,66.3,66.8,4.3,0.0,1,2,1
2020-01-08 02:00:00,73.3,62.6,69.1,4.9,0.0,2,2,1
2020-01-08 03:00:00,66.2,55.1,65.6,4.7,0.0,3,2,1
2020-01-08 04:00:00,64.5,56.2,56.8,4.4,0.0,4,2,1
2020-01-08 05:00:00,57.8,51.3,49.8,4.0,0.0,5,2,1
2020-01-08 06:00:00,51.0,46.3,46.5,3.9,0.0,6,2,1
2020-01-08 07:00:00,40.5,37.4,43.6,2.9,1.0,7,2,1
2020-01-08 08:00:00,41.9,38.6,43.5,3.5,0.0,8,2,1
2020-01-08 09:00:00,52.5,40.8,45.3,4.5,1.0,9,2,1
2020-01-08 10:00:00,60.4,50.0,43.0,4.8,4.0,10,2,1
2020-01-08 11:00:00,59.9,47.3,43.7,4.4,6.0,11,2,1
2020-01-08 12:00:00,54.7,48.7,42.9,4.5,11.0,12,2,1
2020-01-08 13:00:00,56.0,48.0,51.4,4.9,8.0,13,2,1
2020-01-08 14:00:00,55.9,51.1,58.5,6.3,10.0,14,2,1
2020-01-08 15:00:00,62.8,51.5,63.6,5.5,8.0,15,2,1
2020-01-08 16:00:00,58.9,47.3,68.6,5.0,6.0,16,2,1
2020-01-08 17:00:00,60.5,50.2,69.0,5.1,2.0,17,2,1
2020-01-08 18:00:00,64.0,54.9,64.7,5.4,1.0,18,2,1
2020-01-08 19:00:00,71.5,57.7,61.3,5.9,0.0,19,2,1
2020-01-08 20:00:00,75.3,59.1,61.7,6.6,1.0,20,2,1
2020-01-08 21:00:00,79.8,66.9,63.0,6.0,0.0,21,2,1
2020-01-08 22:00:00,74.0,72.5,64.6,5.1,1.0,22,2,1
2020-01-08 23:00:00,74.9,78.5,62.4,5.3,0.0,23,2,1
2020-01-09 00:00:00,79.1,82.9,55.3,4.3,0.0,0,3,1
2020-01-09 01:00:00,81.1,79.9,52.3,3.7,0.0,1,3,1
2020-01-09 02:00:00,80.0,77.5,51.4,3.6,0.0,2,3,1
2020-01-09 03:00:00,79.3,76.5,45.7,3.7,0.0,3,3,1
2020-01-09 04:00:00,69.5,73.0,42.2,4.0,0.0,4,3,1
2020-01-09 05:00:00,67.5,72.9,40.5,3.6,0.0,5,3,1
2020-01-09 06:00:00,63.8,63.5,41.0,4.1,0.0,6,3,1
2020-01-09 07:00:00,61.1,59.6,41.2,5.1,0.0,7,3,1
2020-01-09 08:00:00,62.1,57.2,45.4,5.9,2.0,8,3,1
2020-01-09 09:00:00,64.9,61.1,53.7,5.7,3.0,9,3,1
2020-01-09 10:00:00,67.7,62.8,54.0,4.9,3.0,10,3,1
2020-01-09 11:00:00,68.0,63.0,57.9,4.5,8.0,11,3,1
2020-01-09 12:00:00,63.3,60.1,62.9,5.0,4.0,12,3,1
2020-01-09 13:00:00,62.3,61.4,67.3,5.4,5.0,13,3,1
2020-01-09 14:00:00,54.8,52.7,72.0,5.4,4.0,14,3,1
2020-01-09 15:00:00,49.9,47.6,78.8,5.4,9.0,15,3,1
2020-01-09 16:00:00,47.2,44.4,80.8,5.6,5.0,16,3,1
2020-01-09 17:00:00,53.4,47.1,74.3,4.8,3.0,17,3,1
2020-01-09 18:00:00,64.8,48.2,75.7,5.3,0.0,18,3,1
2020-01-09 19:00:00,62.8,55.6,70.6,6.0,0.0,19,3,1
2020-01-09 20:00:00,65.5,58.5,68.7,6.1,0.0,20,3,1
2020-01-09 21:00:00,67.2,59.7,72.4,6.8,0.0,21,3,1
2020-01-09 22:00:00,67.2,47.7,79.0,7.1,0.0,22,3,1
2020-01-09 23:00:00,57.9,47.3,78.3,7.3,0.0,23,3,1
2020-01-10 00:00:00,53.5,46.4,77.0,7.3,0.0,0,4,1
2020-01-10 01:00:00,47.5,45.8,73.9,7.3,0.0,1,4,1
2020-01-10 02:00:00,53.3,47.7,70.0,7.3,0.0,2,4,1
2020-01-10 03:00:00,51.1,46.2,64.8,5.9,0.0,3,4,1
2020-01-10 04:00:00,45.8,45.8,62.7,4.5,0.0,4,4,1
2020-01-10 05:00:00,43.4,38.8,61.8,3.7,0.0,5,4,1
2020-01-10 06:00:00,37.5,34.2,54.6,4.8,0.0,6,4,1
2020-01-10 07:00:00,38.5,36.2,56.3,5.4,0.0,7,4,1
2020-01-10 08:00:00,48.9,45.5,60.0,6.1,0.0,8,4,1
2020-01-10 09:00:00,55.3,49.8,63.1,4.6,0.0,9,4,1
2020-01-10 10:00:00,62.9,53.7,59.9,5.3,3.0,10,4,1
2020-01-10 11:00:00,59.6,49.5,58.3,6.1,6.0,11,4,1
2020-01-10 12:00:00,52.1,38.5,58.0,5.1,7.0,12,4,1
2020-01-10 13:00:00,41.3,33.5,56.3,4.4,4.0,13,4,1
2020-01-10 14:00:00,42.5,34.7,55.0,4.4,4.0,14,4,1
2020-01-10 15:00:00,43.8,36.2,62.7,4.6,4.0,15,4,1
2020-01-10 16:00:00,45.4,38.5,63.3,4.2,6.0,16,4,1
2020-01-10 17:00:00,46.2,42.6,67.0,4.9,2.0,17,4,1
2020-01-10 18:00:00,57.3,44.5,69.3,5.2,1.0,18,4,1
2020-01-10 19:00:00,53.3,46.3,71.7,4.6,0.0,19,4,1
2020-01-10 20:00:00,59.2,51.5,70.9,5.0,0.0,20,4,1
2020-01-10 21:00:00,64.8,60.4,74.1,5.8,0.0,21,4,1
2020-01-10 22:00:00,69.3,66.4,75.5,6.4,0.0,22,4,1
2020-01-10 23:00:00,69.8,67.0,75.5,6.5,0.0,23,4,1
2020-01-11 00:00:00,68.1,65.4,70.8,6.4,0.0,0,5,1
2020-01-11 01:00:00,65.6,63.1,62.0,6.5,0.0,1,5,1
2020-01-11 02:00:00,70.8,70.8,58.8,5.7,0.0,2,5,1
2020-01-11 03:00:00,70.5,65.3,55.0,5.6,0.0,3,5,1
2020-01-11 04:00:00,68.2,63.5,53.4,5.3,0.0,4,5,1
2020-01-11 05:00:00,64.2,63.2,53.6,6.5,0.0,5,5,1
2020-01-11 06:00:00,50.2,54.9,50.7,6.2,0.0,6,5,1
2020-01-11 07:00:00,48.8,43.0,48.0,6.0,0.0,7,5,1
2020-01-11 08:00:00,52.5,43.1,47.3,5.7,0.0,8,5,1
2020-01-11 09:00:00,51.9,47.1,58.1,6.6,1.0,9,5,1
2020-01-11 10:00:00,55.0,51.3,67.9,6.4,3.0,10,5,1
2020-01-11 11:00:00,45.4,46.0,78.3,6.6,6.0,11,5,1
2020-01-11 12:00:00,58.3,54.5,70.5,6.4,10.0,12,5,1
2020-01-11 13:00:00,57.3,53.5,66.9,5.8,12.0,13,5,1
2020-01-11 14:00:00,54.7,50.0,72.0,5.9,14.0,14,5,1
2020-01-11 15:00:00,51.2,47.4,71.8,4.9,13.0,15,5,1
2020-01-11 16:00:00,49.8,45.9,69.3,5.7,10.0,16,5,1
2020-01-11 17:00:00,50.7,46.6,74.8,4.4,1.0,17,5,1
2020-01-11 18:00:00,53.0,49.1,83.2,4.8,0.0,18,5,1
2020-01-11 19:00:00,55.6,51.5,85.8,4.6,0.0,19,5,1
2020-01-11 20:00:00,58.5,53.4,84.4,4.6,0.0,20,5,1
2020-01-11 21:00:00,57.3,49.7,87.3,4.5,0.0,21,5,1
2020-01-11 22:00:00,58.5,51.8,81.8,4.0,0.0,22,5,1
2020-01-11 23:00:00,59.0,56.9,85.2,4.9,0.0,23,5,1
2020-01-12 00:00:00,50.0,45.8,84.7,5.1,0.0,0,6,1
2020-01-12 01:00:00,47.2,44.9,69.8,4.7,0.0,1,6,1
2020-01-12 02:00:00,45.2,45.2,64.8,4.6,0.0,2,6,1
2020-01-12 03:00:00,39.1,38.3,63.1,4.1,0.0,3,6,1
2020-01-12 04:00:00,30.8,28.5,51.5,3.4,0.0,4,6,1
2020-01-12 05:00:00,28.4,26.1,51.4,3.5,0.0,5,6,1
2020-01-12 06:00:00,24.2,22.7,46.7,2.6,1.0,6,6,1
2020-01-12 07:00:00,27.6,25.2,48.0,3.3,1.0,7,6,1
2020-01-12 08:00:00,30.1,27.6,49.7,3.6,1.0,8,6,1
2020-01-12 09:00:00,40.8,35.2,53.0,3.3,1.0,9,6,1
2020-01-12 10:00:00,45.9,41.9,50.8,3.8,2.0,10,6,1
2020-01-12 11:00:00,43.7,35.1,50.6,4.1,5.0,11,6,1
2020-01-12 12:00:00,51.0,46.5,48.9,4.1,14.0,12,6,1
2020-01-12 13:00:00,52.1,44.0,46.2,3.5,18.0,13,6,1
2020-01-12 14:00:00,43.8,34.6,49.5,3.3,26.0,14,6,1
2020-01-12 15:00:00,38.0,37.7,47.9,2.8,26.0,15,6,1
2020-01-12 16:00:00,41.5,32.5,53.9,2.8,20.0,16,6,1
2020-01-12 17:00:00,43.2,33.0,64.2,3.2,8.0,17,6,1
2020-01-12 18:00:00,48.0,36.6,69.7,3.4,2.0,18,6,1
2020-01-12 19:00:00,57.1,52.0,73.9,3.8,1.0,19,6,1
2020-01-12 20:00:00,60.3,56.7,77.0,3.9,0.0,20,6,1
2020-01-12 21:00:00,61.5,58.9,80.3,4.3,0.0,21,6,1
2020-01-12 22:00:00,62.0,57.7,77.3,3.4,1.0,22,6,1
2020-01-12 23:00:00,63.0,57.1,74.3,4.4,0.0,23,6,1
2020-01-13 00:00:00,59.9,55.5,73.5,4.2,0.0,0,0,1
2020-01-13 01:00:00,58.9,54.5,63.5,3.7,0.0,1,0,1
2020-01-13 02:00:00,55.3,51.0,59.0,3.9,0.0,2,0,1
2020-01-13 03:00:00,51.5,47.4,54.3,3.6,0.0,3,0,1
2020-01-13 04:00:00,55.3,46.4,49.6,3.9,0.0,4,0,1
2020-01-13 05:00:00,51.3,47.2,46.8,4.1,0.0,5,0,1
2020-01-13 06:00:00,52.0,50.5,48.7,4.7,0.0,6,0,1
2020-01-13 07:00:00,60.6,51.5,51.5,5.6,1.0,7,0,1
2020-01-13 08:00:00,64.8,58.7,57.5,6.7,2.0,8,0,1
2020-01-13 09:00:00,67.4,63.5,73.8,6.5,2.0,9,0,1
2020-01-13 10:00:00,68.8,66.5,81.0,5.8,3.0,10,0,1
2020-01-13 11:00:00,68.3,66.1,73.5,5.7,4.0,11,0,1
2020-01-13 12:00:00,59.3,61.7,70.8,5.9,5.0,12,0,1
2020-01-13 13:00:00,60.5,62.5,66.0,4.5,8.0,13,0,1
2020-01-13 14:00:00,63.1,60.4,61.1,4.3,13.0,14,0,1
2020-01-13 15:00:00,61.6,60.1,63.1,3.7,13.0,15,0,1
2020-01-13 16:00:00,65.1,57.3,61.8,3.8,11.0,16,0,1
2020-01-13 17:00:00,66.5,61.4,65.3,3.5,5.0,17,0,1
2020-01-13 18:00:00,69.5,63.1,72.2,4.1,1.0,18,0,1
2020-01-13 19:00:00,70.1,60.6,73.5,4.8,0.0,19,0,1
2020-01-13 20:00:00,76.2,62.8,75.5,5.0,0.0,20,0,1
2020-01-13 21:00:00,82.3,72.5,77.5,5.9,0.0,21,0,1
2020-01-13 22:00:00,89.9,83.5,78.2,6.0,0.0,22,0,1
2020-01-13 23:00:00,91.6,87.6,79.2,6.5,0.0,23,0,1
2020-01-14 00:00:00,94.4,89.8,73.6,7.0,0.0,0,1,1
2020-01-14 01:00:00,88.6,90.3,70.8,6.8,1.0,1,1,1
2020-01-14 02:00:00,96.3,82.6,69.1,6.0,0.0,2,1,1
2020-01-14 03:00:00,93.8,80.9,70.6,4.9,0.0,3,1,1
2020-01-14 04:00:00,77.0,78.5,61.9,4.0,0.0,4,1,1
2020-01-14 05:00:00,74.0,68.1,57.9,4.3,0.0,5,1,1
2020-01-14 06:00:00,69.1,67.1,53.0,4.2,0.0,6,1,1
2020-01-14 07:00:00,70.9,67.4,57.3,5.1,1.0,7,1,1
2020-01-14 08:00:00,83.2,76.4,62.3,5.7,0.0,8,1,1
2020-01-14 09:00:00,90.2,79.5,66.6,5.8,2.0,9,1,1
2020-01-14 10:00:00,94.1,73.6,68.6,6.9,2.0,10,1,1
2020-01-14 11:00:00,95.8,79.1,67.4,6.5,4.0,11,1,1
2020-01-14 12:00:00,93.0,86.4,67.7,6.4,5.0,12,1,1
2020-01-14 13:00:00,91.9,81.1,67.6,6.1,6.0,13,1,1
2020-01-14 14:00:00,80.0,75.9,65.7,6.4,4.0,14,1,1
2020-01-14 15:00:00,87.0,73.8,65.3,5.5,2.0,15,1,1
2020-01-14 16:00:00,76.6,71.1,64.8,5.0,2.0,16,1,1
2020-01-14 17:00:00,78.0,74.2,62.2,4.8,2.0,17,1,1
2020-01-14 18:00:00,61.6,54.7,60.9,5.2,1.0,18,1,1
2020-01-14 19:00:00,85.2,76.5,62.1,5.5,1.0,19,1,1
2020-01-14 20:00:00,68.9,59.7,61.9,6.6,1.0,20,1,1
2020-01-14 21:00:00,74.3,71.2,61.6,7.0,1.0,21,1,1
2020-01-14 22:00:00,94.8,83.1,59.3,6.0,1.0,22,1,1
2020-01-14 23:00:00,89.9,81.0,55.7,4.4,1.0,23,1,1
2020-01-15 00:00:00,98.9,81.1,54.8,3.7,1.0,0,2,1
2020-01-15 01:00:00,96.8,77.6,55.4,5.0,1.0,1,2,1
2020-01-15 02:00:00,80.1,73.2,51.2,4.8,1.0,2,2,1
2020-01-15 03:00:00,83.1,75.8,48.2,5.5,0.0,3,2,1
2020-01-15 04:00:00,81.1,73.8,48.3,5.4,0.0,4,2,1
2020-01-15 05:00:00,80.2,71.0,48.9,5.0,0.0,5,2,1
2020-01-15 06:00:00,76.2,64.6,45.0,4.4,0.0,6,2,1
2020-01-15 07:00:00,78.0,67.0,42.4,4.8,0.0,7,2,1
2020-01-15 08:00:00,78.7,73.8,50.6,4.8,1.0,8,2,1
2020-01-15 09:00:00,81.9,76.9,49.6,5.3,2.0,9,2,1
2020-01-15 10:00:00,79.9,63.6,53.9,5.6,1.0,10,2,1
2020-01-15 11:00:00,77.5,73.0,56.2,5.0,1.0,11,2,1
2020-01-15 12:00:00,65.2,55.5,53.5,5.5,2.0,12,2,1
2020-01-15 13:00:00,65.4,66.8,52.0,4.6,4.0,13,2,1
2020-01-15 14:00:00,68.2,63.3,51.1,4.6,4.0,14,2,1
2020-01-15 15:00:00,68.0,57.4,53.9,4.4,4.0,15,2,1
2020-01-15 16:00:00,64.4,50.8,51.6,3.9,3.0,16,2,1
2020-01-15 17:00:00,76.8,50.7,57.0,4.1,1.0,17,2,1
2020-01-15 18:00:00,77.0,55.5,59.9,4.2,1.0,18,2,1
2020-01-15 19:00:00,79.2,64.0,59.1,4.8,0.0,19,2,1
2020-01-15 20:00:00,84.5,64.7,58.1,5.4,0.0,20,2,1
2020-01-15 21:00:00,84.7,69.0,56.3,5.3,1.0,21,2,1
